Название,Адрес,Время работы,Телефон,Широта,Долгота
АльфаАптека Аптека N10 ГаленаФарм ООО,"Брест, ул. Войкова, 79, к. 1","08.00-22.00, пн.–пт.; 08.00-22.00, сб.; 08.00-22.00, вс.; Санитарные часы: последний понедельник месяца с 8.00 до 10.00;",(0162) 431559,52.100653,23.722831
АльфаАптека Аптека N10 ЗАО Компания Интерфарм,"Витебск, ул. Анатолия Богатырева, 10/2","09.00-21.00, пн.–пт.; 09.00-20.00, сб.; 09.00-20.00, вс.; Санитарные часы: последняя суббота каждого месяца с 9:00 до 11:00;",(0212) 682047,55.171046,30.262903
АльфаАптека Аптека N10 Не Ска ООО,"Гомель, ул. Советская, 149, ТЦ Карусель, справа от входа в магазин ОМА","10.00-21.00, пн.–пт.; 10.00-21.00, сб.; 10.00-21.00, вс.; Санитарный день: первый четверг каждого месяца;",(0232) 556570,52.469603,30.982125
АльфаАптека Аптека N10 ОДО Аленфарм плюс,"Минск-Первомайский, ул. Городецкая, 22","09.00-21.00, пн.–пт.; 10.00-19.00, сб.; 10.00-19.00, вс.; Санитарные часы: первый вторник каждого месяца с 9:00 до 11:00;",(017) 2275589,53.948597,27.682457
АльфаАптека Аптека N10 ОДО Меджел,"Островец, ул. Октябрьская, 37, маг. Санта","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Санитарные часы: первый понедельник месяца с 9.00 до 11.00;",(01591) 75381,54.604635,25.968965
АльфаАптека Аптека N10 Табина ООО,"Минск-Партизанский, ул. Ванеева, 12","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 10.00-18.00, вс.; Санитарные часы: второй понедельник месяца  с 9.00 до 11.00;",(017) 2490303,53.883019,27.614361
АльфаАптека Аптека N10 Фитобел ООО,"Минск-Московский, ул. Наполеона Орды, 23","10.00-21.00, пн.–пт.; 10.00-21.00, сб.; 10.00-20.00, вс.; Санитарные часы: второй четверг каждого месяца с 10:00 до 12:00;",(017) 3612760,53.843318,27.480884
АльфаАптека Аптека N11 Беллерофон ООО,"Бобруйск, ул. Интернациональная, 22, магазин Санта","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Санитарные часы: третье воскресенье каждого месяца с 9:00 до 11:00;",(0225) 734920,53.139920,29.223148
АльфаАптека Аптека N11 ГаленаФарм ООО,"Брест, пр-т Машерова, 53-107, рядом с маг. Меркурий и МТБанком","08.00-22.00, пн.–пт.; 08.00-22.00, сб.; 08.00-22.00, вс.; Санитарные часы: первый понедельник каждого месяца с 8:00 до 10:00;",(0162) 552203,52.087529,23.704043
АльфаАптека Аптека N11 ЗАО Компания Интерфарм,"Витебск, пр-т Победы, 8","08.00-21.00, пн.–пт.; 08.00-20.00, сб.; 09.00-20.00, вс.; Санитарные часы: последняя суббота месяца с 18.00 до 20.00;",(0212) 658632,55.173991,30.227766
АльфаАптека Аптека N11 Не Ска ООО,"Молодечно, ул. Великий Гостинец, 143Б-12","09.00-20.00, пн.–пт.; 09.00-18.00, сб.; 09.00-18.00, вс.; Санитарные часы: первый понедельник месяца с 9.00 до 11.00;",(01765) 59231,54.298722,26.866605
АльфаАптека Аптека N11 ОДО Меджел,"Минск-Заводской, ул. Голодеда, 15","09.00-21.00, пн.–пт.; 10.00-20.00, сб.; 10.00-20.00, вс.; Санитарные часы: первый вторник месяца с 9.00 до 11.00;",(017) 2518521,53.839771,27.640802
АльфаАптека Аптека N11 ОДО Салюслайн,"Гродно, ул. Захарова, 26-99","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; 08.00-20.00, вс.; Сандень: первый понедельник месяца 8:00-10:00",(0152) 716053,53.676810,23.845240
АльфаАптека Аптека N11 Табина ООО,"Минск-Советский, ул. Веры Хоружей, 18Б","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 10.00-18.00, вс.; Санитарные часы: второй понедельник месяца  с 9.00 до 11.00;",(017) 3787396,53.921683,27.568560
АльфаАптека Аптека N11 Фитобел ООО,"Боровляны, аг. Лесной, ул. Александрова, 10-81","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Санитарные часы: третий вторник месяца с 9.00 до 11.00;",(017) 3959066,54.012012,27.680719
АльфаАптека Аптека N12 Беллерофон ООО,"Дзержинск, ул. Минская, 45, пом. 91","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Санитарный день: первый вторник каждого месяца с 9:00 до 11:00;",(01716) 75265,53.690291,27.161380
АльфаАптека Аптека N12 БООО СпецАфармация,"Минск-Центральный, ул. Раковская, 34","08.00-20.00, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.; Санитарные часы: третья суббота каждого месяца с 10:00 до 12:00;",(017) 3572561,53.905539,27.544709
АльфаАптека Аптека N12 ГаленаФарм ООО,"Брест, ул. Аэродромная, 20","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Санитарные часы: первая среда месяца с 9.00 до 11.00;",(0162) 555885,52.112274,23.666161
АльфаАптека Аптека N12 ЗАО Компания Интерфарм,"Бешенковичи, ул. Урицкого, 13","08.00-18.00, пн.–пт.; 08.00-15.00, сб.; 08.00-15.00, вс.; Санитарные часы: последний понедельник месяца с 8.00 до 10.00;",(02131) 65250,55.045415,29.454463
АльфаАптека Аптека N12 Не Ска ООО,"Молодечно, ул. Франциска Скорины, 16А-3, вход со двора","09.00-20.00, пн.–пт.; 09.00-17.00, сб.; 09.00-17.00, вс.; Санитарные часы: первый четверг месяца с 9.00 до 11.00;",(017) 6506142,54.297635,26.846876
АльфаАптека Аптека N12 ОДО Меджел,"Борисов, пр-т Революции, 48","08.00-20.00, пн.–пт.; 09.00-18.00, сб.; 09.00-18.00, вс.; Санитарные часы: первый четверг месяца с 8.00 до 10.00;",(0177) 747140,54.225069,28.510236
АльфаАптека Аптека N12 ОДО Салюслайн,"Гродно, пр-т Клецкова, 21Б, пом. 1 ТЦ Розовый фламинго","09.00-21.00, пн.–пт.; 10.00-19.00, сб.; 10.00-17.00, вс.; Санитарные часы: первая среда месяца с 9.00 до 11.00;",(0152) 331492,53.647267,23.846115
АльфаАптека Аптека N12 Табина ООО,"Минск-Ленинский, ул. Маяковского, 154, пом. 2АН","09.00-21.00, пн.–пт.; 09.00-19.00, сб.; 09.00-19.00, вс.; Санитарные часы: второй понедельник месяца  с 9.00 до 11.00;",(017) 3072590,53.870053,27.569386
АльфаАптека Аптека N13 Беллерофон ООО,"Минск-Советский, ул. Веры Хоружей, 25-5","10.00-21.00, пн.–пт.; 10.00-21.00, сб.; 10.00-19.00, вс.; Санитарные часы: третий понедельник каждого месяца с 10:00 до 12:00;",(017) 2404236,53.921515,27.564966
АльфаАптека Аптека N13 ГаленаФарм ООО,"Брест, ул. Костюшко, 1","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Санитарные часы: первая среда месяца с 9.00 до 11.00;",(0162) 555995,52.112485,23.833490
АльфаАптека Аптека N13 ЗАО Компания Интерфарм,"Полоцк, ул. Октябрьская, 40","08.30-18.30, пн.–пт.; 08.30-18.30, сб.; 09.00-15.00, вс.; Санитарные часы: последний понедельник месяца с 8.30 до 10.30;",(0214) 740096,55.490000,28.783000
АльфаАптека Аптека N13 ОДО Аленфарм плюс,"Минск-Центральный, ул. Леси Украинки, 22","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Санитарные часы: третья среда каждого месяца;",(017) 3736635,53.931249,27.490481
АльфаАптека Аптека N13 ОДО Меджел,"Могилев, ул. Мовчанского, 28-38","08.00-23.00, пн.–пт.; 08.00-23.00, сб.; 08.00-23.00, вс.; Санитарные часы: первый понедельник месяца с 8.00 до 10.00;",(0222) 779944,53.875735,30.364781
АльфаАптека Аптека N13 ОДО Салюслайн,"Гродно, д. Коробчицы, ул. Заранковая, 1","10.00-21.00, пн.–пт.; 10.00-21.00, сб.; 10.00-21.00, вс.; Санитарные часы: третий вторник каждого месяца с 10:00 до 12:00;",(0152) 621284,53.630509,23.745348
АльфаАптека Аптека N14 БООО СпецАфармация,"Бобруйск, ул. Социалистическая, 125","08.00-21.00, пн.–пт.; 08.00-20.00, сб.; 09.00-20.00, вс.; Санитарные часы: первый вторник месяца с 8.00 до 10.00;",(0225) 705477,53.143782,29.228080
АльфаАптека Аптека N14 ГаленаФарм ООО,"Кобрин, ул. Ленина, 7-3","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; 08.00-20.00, вс.; Санитарные часы: второй вторник месяца с 8.00 до 10.00;",(01642) 62870,52.210601,24.355088
АльфаАптека Аптека N14 ЗАО Компания Интерфарм,"Орша, ул. Соляникова, 2А","09.00-21.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Санитарные часы: последний понедельник месяца с 9.00 до 11.00;",(0216) 500140,54.490292,30.438845
АльфаАптека Аптека N14 Не Ска ООО,"Гомель, ул. Ефремова М.Г., 5-266","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; 08.00-20.00, вс.; Санитарные часы: первый четверг каждого месяца с 8.00 до 10.00; Уточняйте наличие и цену звонком в аптеку;",(0232) 304592,52.457100,30.962667
АльфаАптека Аптека N14 ОДО Аленфарм плюс,"Минск-Фрунзенский, ул. Притыцкого, 83, пом. 7Н","09.00-22.00, пн.–пт.; 09.00-20.00, сб.; 09.00-20.00, вс.; Санитарные часы: первый вторник каждого месяца с 9.00 до 12.00;",(017) 3424376,53.905533,27.451083
АльфаАптека Аптека N14 ОДО Меджел,"Могилев, ул. Минское Шоссе, 40","08.00-22.00, пн.–пт.; 08.00-22.00, сб.; 08.00-22.00, вс.; Санитарные часы: первый вторник месяца с 8.00 до 10.00;",(0222) 731672,53.933386,30.254711
АльфаАптека Аптека N14 ОДО Салюслайн,"Щучин, ул. Октябрьская, 16-2","09.00-19.00, пн.–пт.; 09.00-16.00, сб.; 09.00-16.00, вс.; Санитарные часы: первая понедельник месяца с 9.00 до 11.00;",(01514) 78760,53.604268,24.739854
АльфаАптека Аптека N15 ГаленаФарм ООО,"Брест, ул. Куйбышева, 13Б-5","09.00-20.00, пн.–пт.; 09.00-20.00, сб.; 09.00-20.00, вс.; Санитарные часы: первый понедельник месяца с 9.00 до 11.00;",(0162) 282163,52.096444,23.691377
АльфаАптека Аптека N15 ЗАО Компания Интерфарм,"Толочин, ул. Энгельса, 79/2","10.00-18.00, пн.–пт.; 09.00-15.00, сб.; выходной, вс.; Санитарные часы: последний вторник месяца с 10.00 до 12.00;",(02136) 55992,54.402828,29.680499
АльфаАптека Аптека N15 Не Ска ООО,"Гомель, ул. Барыкина, 78","10.00-20.00, пн.–пт.; 10.00-20.00, сб.; 10.00-20.00, вс.; Санитарные часы: первый четверг каждого месяца с 10:00 до 12:00;",(0232) 209500,52.417571,30.984120
АльфаАптека Аптека N15 ОДО Аленфарм-Плюс,"Минск-Советский, ул. Веры Хоружей, 8, Комаровский рынок, пав. 44","выходной, пн.; 09.00-19.00, вт.; 09.00-19.00, ср.; 09.00-19.00, чт.; 09.00-19.00, пт.; 09.00-19.00, сб.; 09.00-19.00, вс.; Санитарные часы: третья среда месяца с 9.00 до 11.00;",(029) 1076923,53.919617,27.577333
АльфаАптека Аптека N15 ОДО Меджел,"Могилев, ул. Пионерская, 12/25-2","08.00-21.00, пн.–пт.; 09.00-19.00, сб.; 10.00-18.00, вс.; Санитарные часы: первый вторник месяца с 8.00 до 10.00;",(0222) 766505,53.897445,30.337994
АльфаАптека Аптека N15 ОДО Салюслайн,"Гродно, ул. Максима Горького, 52-38","08.00-21.00, пн.–пт.; 09.00-19.00, сб.; 09.00-17.00, вс.; Санитарные часы: третий понедельник месяца с 8.00 до 10.00;",(0152) 442972,53.694608,23.821717
АльфаАптека Аптека N15 Фитобел ООО,"Минск-Заводской, ул. Ангарская, 62А","08.30-20.30, пн.–пт.; 10.00-18.00, сб.; 10.00-18.00, вс.; Санитарные часы: третий четверг каждого месяца с 8.30 до 10.30;",(017) 2596386,53.876651,27.683524
АльфаАптека Аптека N16 ГаленаФарм ООО,"Кобрин, ул. 700-летия Кобрина, 73А-3","08.00-20.00, пн.–пт.; 09.00-17.00, сб.; 09.00-17.00, вс.; Санитарные часы: вторая суббота месяца с 15.00 до 17.00;",(01642) 30549,52.199574,24.346446
АльфаАптека Аптека N16 Не Ска ООО,"Гомель, ул. Свердлова, 3Б-3","08.00-20.00, пн.–пт.; 08.00-20.00, сб.; 08.00-20.00, вс.; Санитарные часы: первый четверг каждого месяца с 8.00 до 10.00;",(0232) 291940,52.401273,31.035600
АльфаАптека Аптека N16 ОДО Аленфарм плюс,"Минск-Первомайский, ул. Гинтовта, 30-2","08.00-22.00, пн.–пт.; 09.00-21.00, сб.; 09.00-21.00, вс.; Санитарные часы: первая среда месяца с 8.00 до 11.00;",(017) 3674084,53.952717,27.683317
